serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217006778,30,30,25,20,20,20,15,20,10,5,10,3,2,20,0,8,4,1,1,0,Female,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,63,0.835839987,0.83584,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002158,,4,,,,1,1,,,,1,,,,3,1,,,2,,Female,35-39 years    (37.0),"White, Non-Hispanic",HS grad,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Eight or more,Seven,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,38,0.608179986,0.60818,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001319,2,4,5,1,1,1,1,2,2,2,0,1,1,2,1,2,2,1,2,0,Male,55-59 years    (57.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,58,0.983410001,0.98341,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005325,,,1,,,,,,,,,,,,,,,,,,Male,22.5,"Black, Non-Hispanic",Associate degree,17.5,Never married,Someone else's name only,Six,Four,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,24,2.259550095,2.25955,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217004102,2,2,3,2,2,2,4,1,1,1,1,1,0,0,3,1,1,3,6,1,Male,45-49 years    (47.0),"White, Non-Hispanic","Some college, no degree",92.5,Living with partner,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,47,1.114519954,1.11452,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018042,2,1,,,,1,1,,1,,1,,,,,,,,,,Female,65-69 years    (67.0),"White, Non-Hispanic",Bachelor's degree,22.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,69,1.098680019,1.09868,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217032121,1,2,1,1,0,1,2,1,2,3,3,1,0,2,1,3,2,2,3,2,Male,22.5,"White, Non-Hispanic",Bachelor's degree,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,24,0.790960014,0.79096,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001426,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,3,2,1,0,0,Male,75 and over    (77.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,87,0.656979978,0.65698,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217027580,2,1,2,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Associate degree,32.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,No,MidWest,43,0.798780024,0.79878,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006801,2,1,2,1,0,2,1,1,1,0,0,0,0,0,3,2,3,1,2,2,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,70,0.985610008,0.98561,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217013234,2,4,3,4,1,2,3,0,2,2,1,0,2,4,1,1,2,0,3,0,Female,55-59 years    (57.0),"White, Non-Hispanic",Master's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,MidWest,56,0.601480007,0.60148,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217007953,1,2,0,0,0,0,2,0,2,0,0,0,1,0,0,2,1,1,3,1,Male,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,60,0.678759992,0.67876,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006365,1,4,1,1,1,0,0,3,1,2,5,0,2,0,3,2,1,1,1,3,Female,30-34 years    (32.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,34,0.805419981,0.80542,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002750,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,2,0,Female,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",67.5,Married,Someone else's name only,Eight or more,Two,Two,Three,Two,One,Eight or more,Yes,Yes,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,36,1.045899987,1.0459,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006674,1,2,2,,,,4,,1,,,2,,,,,,1,2,1,Male,65-69 years    (67.0),"White, Non-Hispanic",HS grad,112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,NorthEast,65,0.857640028,0.85764,Refused,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018644,4,2,2,0,2,1,0,5,1,2,2,1,4,0,1,0,0,0,2,0,Male,22.5,"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,24,0.724969983,0.72497,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217024209,0,4,1,1,1,1,3,0,1,2,2,1,0,1,2,0,0,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,NorthEast,28,0.887009978,0.88701,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217035469,5,3,5,2,0,2,4,1,10,1,1,4,0,3,2,2,1,2,10,0,Female,55-59 years    (57.0),"Black, Non-Hispanic","Some college, no degree",137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,58,1.460019946,1.46002,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217020281,,,,,1,,1,,,,,1,,,50,,,,,,Male,22.5,"White, Non-Hispanic",Bachelor's degree,112.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,MidWest,23,0.724969983,0.72497,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217008144,2,2,1,2,2,1,2,1,1,2,3,0,0,3,0,0,1,1,1,1,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree","$40,000 to $49,999  (45)",Married,Someone else's name only,Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A mobile home,Yes,South,31,1.116330028,1.11633,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003758,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Female,55-59 years    (57.0),Hispanic,"Some college, no degree",92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,57,1.548410058,1.54841,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Cuba, 
217006630,1,1,1,1,1,1,2,0,1,2,1,0,2,0,1,1,0,1,1,1,Female,40-44 years    (42.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,41,0.662639976,0.66264,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217035204,0,1,1,0,1,2,1,0,4,1,1,0,3,0,0,1,0,1,2,0,Female,75 and over    (77.0),"White, Non-Hispanic",Professional or Doctorate degree,137.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,75,0.855660021,0.85566,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217008242,1,2,3,3,2,3,4,1,1,2,0,1,2,1,3,3,1,1,1,3,Female,45-49 years    (47.0),"White, Non-Hispanic",Master's degree,137.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,46,0.674430013,0.67443,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001477,1,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,Female,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree","$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,52,0.936609983,0.93661,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217010413,0,0,0,1,8,1,0,5,3,3,0,0,3,0,158,0,1,1,1,,Male,18-20 years    (19.0),Hispanic,"Some college, no degree",112.5,Never married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,20,1.703920007,1.70392,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018683,1,2,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,Female,60-64 years    (62.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,63,0.907459974,0.90746,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002316,5,3,1,1,1,1,3,3,2,2,2,0,8,1,4,3,4,2,1,0,Male,70-74 years    (72.0),"White, Non-Hispanic",Master's degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,70,0.678759992,0.67876,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217035414,,2,,,,1,,,1,,,,,,5,,,,1,1,Female,65-69 years    (67.0),Hispanic,HS grad,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,65,1.502460003,1.50246,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Colombia, 
217003314,,,,,,,,,,,,,,,,,,,,,Male,22.5,"White, Non-Hispanic",HS grad,112.5,Never married,Someone else's name only,Six,Four,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,23,0.91602999,0.91603,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217017083,1,,,,1,,2,1,2,,1,2,,1,2,1,0,1,2,,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,112.5,Separated,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,26,0.794059992,0.79406,Refused,Refused,Refused,Not asked,Not asked, 
