case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
44,2,1,1,1,0,1,3,0,1,2,0,1,0,0,1,0,0,3,2,1,2,1,5,3,0,1,10,5,0,4,5,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,22.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,55,1.094470024,1.09447,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
45,1,2,1,0,0,0,3,0,1,0,0,1,1,1,1,0,0,1,0,1,1,6,1,2,0,0,4,0,6,0,10,6,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,2,1,1,0,0,Male,70-74 years    (72.0),"White, Non-Hispanic","Some college, no degree",22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,MidWest,71,1.189229965,1.18923,Bisexual,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
46,1,1,0,1,1,1,1,1,1,1,1,0,10,4,1,0,0,2,2,3,2,1,5,3,2,4,5,0,0,1,0,10,10,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Female,22.5,"White, Non-Hispanic",Associate degree,112.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,MidWest,23,0.987450004,0.98745,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
47,2,3,2,2,0,2,2,1,2,1,1,2,,3,2,,2,,1,1,,,,,,,,,,,,,,,,2,1,10,,3,10,3,2,1,1,,,,3,1,,,,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Never married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,29,0.624849975,0.62485,Bisexual,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
48,1,1,1,0,1,2,3,1,0,1,1,2,0,1,1,1,0,0,0,0,2,0,10,10,10,0,0,10,5,5,50,10,1,2,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Female,45-49 years    (47.0),"Black, Non-Hispanic",Master's degree,37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,48,1.167359948,1.16736,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
49,3,2,2,3,5,3,3,1,6,4,5,1,0,0,0,2,0,0,0,2,7,2,4,9,0,1,3,3,10,1,5,20,1,1,0,0,1,0,0,0,0,0,2,8,8,0,5,0,1,0,1,0,0,Male,22.5,"White, Non-Hispanic","Some college, no degree",67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,22,0.956070006,0.95607,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
50,2,1,1,0,0,2,0,1,2,1,1,0,1,1,2,3,2,0,2,2,0,2,2,5,0,0,2,0,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,67.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,25,0.583140016,0.58314,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
51,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,48,0.658810019,0.65881,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
52,1,,,,,,,,,,,,1,0,2,0,1,1,1,0,1,0,2,1,3,0,1,0,2,1,25,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Male,35-39 years    (37.0),"Black, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,35,1.15478003,1.15478,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,6,1,1,2,5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",HS grad,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Six,Five,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,28,0.827440023,0.82744,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
54,5,2,3,6,2,4,2,1,1,1,2,1,6,5,11,12,2,5,4,0,2,21,6,2,2,6,12,6,0,7,8,16,14,0,0,0,4,3,1,1,1,2,3,2,1,0,0,0,3,2,1,0,2,Male,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,112.5,Separated,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,None,One,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,31,0.654449999,0.65445,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
55,,,,,,1,1,,,,,,8,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,Male,35-39 years    (37.0),"Black, Non-Hispanic",Bachelor's degree,27.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A building with 2 or more apartments,Yes,MidWest,39,1.03421998,1.03422,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
56,3,4,4,3,0,0,6,1,5,1,0,1,6,2,2,0,0,1,2,1,4,0,10,2,5,1,5,3,25,6,10,30,0,0,0,1,0,4,3,3,2,0,10,0,0,0,1,0,2,0,1,0,1,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,44,0.604250014,0.60425,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
57,3,3,0,2,1,2,2,1,0,1,0,1,1,3,1,1,0,,1,,1,,0,1,2,1,2,11,2,1,8,5,1,1,0,2,0,1,1,1,1,2,2,0,0,0,0,0,3,1,3,0,2,Female,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree",162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,51,0.776000023,0.776,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,45-49 years    (47.0),"Other, Non-Hispanic",Master's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,46,1.699349999,1.69935,Heterosexual or straight,No,I am now on active duty,No,Not asked,Not asked, 
59,30,30,25,20,20,20,15,20,10,5,10,3,2,20,0,8,4,1,1,0,2,0,8,2,0,1,10,4,8,2,0,50,4,0,0,2,0,2,1,4,1,5,0,2,2,0,1,0,5,1,0,0,0,Female,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,63,0.835839987,0.83584,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
60,,4,,,,1,1,,,,1,,,,3,1,,,2,,,5,3,4,2,5,10,,5,5,40,28,50,2,,2,5,7,5,3,2,,3,1,1,,1,,1,,,,,Female,35-39 years    (37.0),"White, Non-Hispanic",HS grad,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Eight or more,Seven,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,38,0.608179986,0.60818,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
61,2,4,5,1,1,1,1,2,2,2,0,1,1,2,1,2,2,1,2,0,3,1,2,6,3,0,3,1,1,3,3,5,0,0,0,2,0,4,2,3,1,2,1,1,0,0,0,0,1,0,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,58,0.983410001,0.98341,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
62,,,1,,,,,,,,,,,,,,,,,,10,3,,4,2,1,2,,30,,30,,,,1,1,,1,,,2,1,3,,,,,,,,,,,Male,22.5,"Black, Non-Hispanic",Associate degree,17.5,Never married,Someone else's name only,Six,Four,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,24,2.259550095,2.25955,Gay,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
63,2,2,3,2,2,2,4,1,1,1,1,1,0,0,3,1,1,3,6,1,3,1,3,10,5,2,5,1,2,5,5,20,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,Male,45-49 years    (47.0),"White, Non-Hispanic","Some college, no degree",92.5,Living with partner,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,47,1.114519954,1.11452,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
64,2,1,,,,1,1,,1,,1,,,,,,,,,,,4,,,,,10,,,,,20,,,,2,,,1,2,1,3,10,1,1,,,,,,2,,,Female,65-69 years    (67.0),"White, Non-Hispanic",Bachelor's degree,22.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,69,1.098680019,1.09868,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
65,1,2,1,1,0,1,2,1,2,3,3,1,0,2,1,3,2,2,3,2,0,0,1,50,,5,4,0,5,1,10,100,20,,0,0,1,2,1,1,3,1,2,0,0,0,2,0,2,0,0,0,0,Male,22.5,"White, Non-Hispanic",Bachelor's degree,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,24,0.790960014,0.79096,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
66,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,3,2,1,0,0,1,0,1,1,2,1,7,8,10,2,5,9,0,0,1,0,0,3,1,0,3,1,0,1,0,0,1,0,3,3,1,0,2,Male,75 and over    (77.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,87,0.656979978,0.65698,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
67,2,1,2,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2,1,1,0,1,2,7,3,1,3,10,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Associate degree,32.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,No,MidWest,43,0.798780024,0.79878,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
68,2,1,2,1,0,2,1,1,1,0,0,0,0,0,3,2,3,1,2,2,3,0,6,2,1,4,9,7,4,3,13,12,0,0,0,2,5,4,1,0,1,1,3,2,0,0,1,0,3,0,0,0,1,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,70,0.985610008,0.98561,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
69,2,4,3,4,1,2,3,0,2,2,1,0,2,4,1,1,2,0,3,0,10,0,3,10,2,100,100,20,5,4,20,10,20,2,1,2,3,3,3,7,10,5,3,2,2,0,5,0,15,1,0,2,3,Female,55-59 years    (57.0),"White, Non-Hispanic",Master's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,MidWest,56,0.601480007,0.60148,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
70,1,2,0,0,0,0,2,0,2,0,0,0,1,0,0,2,1,1,3,1,1,0,1,,0,,,,,1,,10,,,,2,1,3,2,2,9,1,2,0,0,0,7,0,0,0,0,0,0,Male,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,60,0.678759992,0.67876,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
71,1,4,1,1,1,0,0,3,1,2,5,0,2,0,3,2,1,1,1,3,0,0,4,2,0,10,10,0,3,3,5,2,1,0,0,2,6,3,3,3,3,1,2,1,0,0,0,0,1,0,0,0,1,Female,30-34 years    (32.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,34,0.805419981,0.80542,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
72,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,5,0,1,0,2,2,25,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,Female,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",67.5,Married,Someone else's name only,Eight or more,Two,Two,Three,Two,One,Eight or more,Yes,Yes,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,36,1.045899987,1.0459,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
73,1,2,2,,,,4,,1,,,2,,,,,,1,2,1,5,,1,1,4,,3,2,4,2,,1,,,,1,,,,,2,3,2,1,2,,1,,2,,,,,Male,65-69 years    (67.0),"White, Non-Hispanic",HS grad,112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,NorthEast,65,0.857640028,0.85764,Refused,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
74,4,2,2,0,2,1,0,5,1,2,2,1,4,0,1,0,0,0,2,0,0,,,,,1,3,1,,,1,,80,0,0,,0,,,,,,,0,0,0,2,0,0,0,0,0,0,Male,22.5,"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,24,0.724969983,0.72497,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
75,0,4,1,1,1,1,3,0,1,2,2,1,0,1,2,0,0,0,0,0,2,20,2,10,0,2,2,0,4,15,30,10,0,0,1,0,0,2,3,2,2,1,3,1,1,0,1,0,0,0,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,NorthEast,28,0.887009978,0.88701,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
76,5,3,5,2,0,2,4,1,10,1,1,4,0,3,2,2,1,2,10,0,5,1,0,5,0,1,3,1,10,7,100,0,0,0,1,1,2,1,3,0,1,1,10,0,0,0,0,0,7,1,1,0,1,Female,55-59 years    (57.0),"Black, Non-Hispanic","Some college, no degree",137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,58,1.460019946,1.46002,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
77,,,,,1,,1,,,,,1,,,50,,,,,,,,2,5,,15,20,,,,,,,,,,,,,,,,,1,,,2,,,,,,,Male,22.5,"White, Non-Hispanic",Bachelor's degree,112.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,MidWest,23,0.724969983,0.72497,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
78,2,2,1,2,2,1,2,1,1,2,3,0,0,3,0,0,1,1,1,1,0,1,0,1,4,2,0,0,2,2,25,5,100,0,0,0,0,1,0,0,0,1,2,2,2,0,0,0,1,0,1,0,1,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree","$40,000 to $49,999  (45)",Married,Someone else's name only,Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A mobile home,Yes,South,31,1.116330028,1.11633,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
79,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,Female,55-59 years    (57.0),Hispanic,"Some college, no degree",92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,57,1.548410058,1.54841,Heterosexual or straight,Yes,I have never served in the military,Yes,Naturalized U.S. citizen,Cuba, 
